Unnamed: 0,ListingKeyNumeric *,OriginatingSystemKey,ListingID,Geography,MLSAreaMajor,SubdivisionName,ElementarySchool,MiddleOrJuniorSchool,HighSchool,ClosePrice,LotSizeAcres,BuildingAreaTotal,YearBuilt,BasementYN,BathroomsTotalInteger,BathroomsFull,BathroomsHalf,WaterfrontYN,WaterfrontFeatures,PoolPrivateYN,GarageYN,AttachedGarageYN,CarportYN,GarageSpaces,FireplaceYN,FireplacesTotal,LivingArea,Stories,BedroomsTotal,CloseDate,Close_Year,Close_Month,ElemRating,MidRating
14599,283008832,1032702,108102,Northport City,(06) Northport City,Noble & Shirley,Matthews,Collins Riverside,Tuscaloosa County,175000,0,1900,1946,0,2,2,0,0,,0,0,0,0,0,1,1,1900,1,3,10/31/2016,2016,10,2,3
14600,283009063,1029063,104359,Northport City,(08) North Tuscaloosa County,Montgomery Farm,Huntington,Echols,Tuscaloosa County,252000,0,3011,2016,0,4,3.5,0.5,0,,0,1,1,0,2,1,0,3011,2,5,9/28/2016,2016,9,6,5
14602,283009417,1031307,106684,North of River,(08) North Tuscaloosa County,Carmel Bay,Walker,Northside,Northside,320000,1.02,2870,1995,0,3,2.5,0.5,1,,0,1,1,0,0,1,0,2870,2,4,8/10/2016,2016,8,7,6
14603,283009861,1028796,104091,East Tuscaloosa,(03) East Tuscaloosa City,Cherokee Hills,Arcadia,Eastwood,Bryant,310000,1,3650,1967,1,4,3.5,0.5,0,,0,0,0,1,0,1,1,3650,1,4,2/15/2016,2016,2,4,4
14604,283009970,1029841,105145,East Tuscaloosa,(05) South East Tuscaloosa City,Williamsburg,Woodland Forest,Eastwood,Bryant,155500,0,1651,2008,0,2,2,0,0,,0,0,0,0,0,1,0,1651,1,3,5/18/2016,2016,5,3,4
14605,283010638,1029614,104917,Northport City,(06) Northport City,Windsong,Matthews,Collins Riverside,Tuscaloosa County,101000,0,876,1991,0,2,2,0,0,,0,0,0,0,0,0,0,876,1,3,4/20/2016,2016,4,2,3
14606,283010720,1030235,105547,Northport City,(06) Northport City,Rosewood,Flatwoods,Echols,Tuscaloosa County,162500,0,1574,2013,0,2,2,0,0,,0,1,1,0,0,1,0,1574,1,3,4/13/2016,2016,4,4,5
14609,283011544,1030871,106201,North of River,(01) North of the River City,Bari Woods,Verner,Northridge,Northridge,163980,0,1822,1965,0,2,2,0,0,,0,0,0,1,0,1,0,1822,1,3,6/24/2016,2016,6,7,6
14610,283011553,1030880,106210,South Tuscaloosa,(11) South Tuscaloosa County,Mimosa Gardens,Englewood,Hillcrest Jr,Hillcrest,156650,0,1480,2016,0,2,2,0,0,,0,1,1,0,2,0,0,1480,1,3,9/12/2016,2016,9,6,5
14611,283326731,9173972,120625,South Tuscaloosa,(11) South Tuscaloosa County,Remington,Englewood,Hillcrest Jr,Hillcrest,286500,0,2549,2008,0,3,3,0,0,,0,1,1,0,3,1,1,2549,1,5,6/16/2017,2017,6,6,5
14613,284816432,9184501,120944,County South,(11) South Tuscaloosa County,Marion Oaks,Englewood,Hillcrest Jr,Hillcrest,125000,2.8,2351,1985,1,3,3,0,0,,0,1,1,0,0,1,0,2351,1,3,8/21/2017,2017,8,6,5
14614,287888993,9213426,121527,East Tuscaloosa,(05) South East Tuscaloosa City,Covington Villas,Woodland Forest,Eastwood,Bryant,103500,0,1231,2002,0,2,2,0,0,,0,0,0,0,0,1,0,1231,1,2,8/22/2017,2017,8,3,4
14616,290287761,9218110,121685,Northport City,(08) North Tuscaloosa County,Clear Creek Colony,Huntington,Echols,Tuscaloosa County,170000,0,1587,1999,0,2,2,0,0,,0,1,1,0,2,1,0,1587,1,3,9/12/2017,2017,9,6,5
14617,291435008,9227848,122053,East Tuscaloosa,(03) East Tuscaloosa City,Oxford Gate,Woodland Forest,Eastwood,Bryant,225000,0,2491,1996,0,3,2.5,0.5,0,,0,1,1,0,2,1,0,2491,1,4,11/15/2017,2017,11,3,4
14618,295275693,9243490,122545,Northport City,(08) North Tuscaloosa County,Hidden Meadows,Huntington,Echols,Tuscaloosa County,169900,0,1420,2015,0,2,2,0,0,,0,1,1,0,2,0,0,1420,1,3,10/12/2017,2017,10,6,5
14619,296305911,9267536,123984,Northport City,(06) Northport City,Highland Park,Flatwoods,Echols,Tuscaloosa County,156000,0,1337,2006,0,2,2,0,0,,0,1,1,0,2,1,0,1337,1,3,11/20/2017,2017,11,4,5
14621,303264528,9306742,124927,South Tuscaloosa,(05) South East Tuscaloosa City,Heatherwood Gardens,Woodland Forest,Eastwood,Bryant,167000,0,1530,2003,0,2,2,0,0,Lake,0,1,1,0,0,1,0,1530,1,3,2/15/2018,2018,2,3,4
14622,304498186,9308133,124968,Midtown,(02) Central Tuscaloosa City,University Place,University Place,University Place,Central,205000,0,1736,1955,0,3,2.5,0.5,0,,0,0,0,1,0,0,0,1736,1,4,4/17/2018,2018,4,3,0
14623,306255686,9348524,125655,East Tuscaloosa,(03) East Tuscaloosa City,Manly Heights,Holt,Davis Emerson,Holt,84500,0,1407,1957,0,1,1,0,0,,0,0,0,0,0,1,0,1407,1,2,4/27/2018,2018,4,2,3
14625,307049124,9364001,126154,North of River,(08) North Tuscaloosa County,Mem Tierce Lake,Walker,Northside,Northside,385000,0,2301,1999,0,2,2,0,1,"Lake,LakePrivileges",0,1,1,0,2,1,0,2301,1,3,6/8/2018,2018,6,7,6
14626,313640990,9367596,126273,Northport City,(08) North Tuscaloosa County,Hidden Meadows,Huntington,Echols,Tuscaloosa County,196900,0,1569,2018,0,2,2,0,0,,0,1,1,0,2,0,0,1569,1,3,6/29/2018,2018,6,6,5
14627,313748187,9370968,126405,North of River,(01) North of the River City,Heritage Hills,Verner,Northridge,Northridge,205000,0,1680,1974,0,2,2,0,0,,0,1,1,0,2,1,1,1680,1,3,6/9/2018,2018,6,7,6
14629,313960427,9375448,126558,North of River,(01) North of the River City,Highgrove,Rock Quarry,Northridge,Northridge,470000,0,3001,2018,0,4,3.5,0.5,0,,0,1,1,0,3,1,0,3001,2,4,6/26/2018,2018,6,9,6
14631,320095315,9400634,127384,South Tuscaloosa,(11) South Tuscaloosa County,Monticello Estates,Maxwell,Duncanville,Hillcrest,149000,0,2007,1975,0,3,3,0,0,,0,0,0,0,0,1,0,2007,1,4,7/27/2018,2018,7,5,5
14632,321047337,9404768,127528,Northport City,(06) Northport City,Lakeview Estate,Vestavia,Collins Riverside,Tuscaloosa County,226000,0.53,3310,1978,1,3,3,0,0,LakePrivileges,0,1,1,1,1,1,1,3310,0,4,9/17/2018,2018,9,7,3
14633,322445120,9426601,127894,South Tuscaloosa,(11) South Tuscaloosa County,Hunters Run,Englewood,Hillcrest Jr,Hillcrest,189900,0,2088,1994,0,2,2,0,0,,0,0,0,0,0,0,0,2088,1,3,8/31/2018,2018,8,6,5
14634,327054202,9443108,128393,County South,(10) East Tuscaloosa County,Brookwood,Brookwood,Brookwood,Brookwood,95000,7,1768,1996,0,2,2,0,0,,0,0,0,0,0,1,1,1768,1,3,10/30/2018,2018,10,4,4
14635,327855652,9449959,128602,Midtown,(02) Central Tuscaloosa City,East Arlington,University Place,Westlawn,Central,90000,0,816,1947,0,1,1,0,0,,0,0,0,0,0,0,0,816,1,2,11/6/2018,2018,11,3,0
14636,331548742,9472444,130029,South Tuscaloosa,(11) South Tuscaloosa County,Mallard Creek,Englewood,Hillcrest Jr,Hillcrest,229900,0,2039,1992,0,2,2,0,0,,0,1,1,0,2,1,0,2039,1,3,11/13/2018,2018,11,6,5
14637,336252429,9487076,130507,South Tuscaloosa,(11) South Tuscaloosa County,Magnolia Park At Englewood,Englewood,Hillcrest Jr,Hillcrest,246900,0,2263,1998,0,3,2.5,0.5,0,,0,1,1,0,3,1,0,2263,1,4,1/11/2019,2019,1,6,5
14638,338167373,9500091,130586,Northport City,(06) Northport City,The Vineyards,Vestavia,Collins Riverside,Tuscaloosa County,111000,0,1778,1987,0,2,2,0,0,,0,0,0,0,0,1,0,1778,1,3,12/21/2018,2018,12,7,3
14639,338978390,9508786,130861,North of River,(01) North of the River City,Reston Place,Verner,Northridge,Northridge,242500,0,1900,1984,0,2,2,0,0,,0,1,1,0,2,1,0,1900,1,3,1/31/2019,2019,1,7,6
14640,341013801,9510198,130899,Midtown,(02) Central Tuscaloosa City,The Downs,University Place,University Place,Central,230000,0,1669,1950,0,3,2.5,0.5,0,,0,1,1,0,2,1,0,1669,1,3,2/15/2019,2019,2,3,0
14641,343013978,9540253,131558,South Tuscaloosa,(05) South East Tuscaloosa City,Dearing Downs,Woodland Forest,Eastwood,Bryant,224900,0,2180,1991,0,2,2,0,0,,0,1,0,0,0,1,1,2180,1,4,5/6/2019,2019,5,3,4
14642,345435377,9742410,132101,South Tuscaloosa,(11) South Tuscaloosa County,Murphy Place,Englewood,Hillcrest Jr,Hillcrest,213008,0,1774,2019,0,2,2,0,0,,0,1,1,0,2,0,0,1774,1,4,5/21/2019,2019,5,6,5
14643,347067200,9748555,132291,North of River,(01) North of the River City,Highgrove,Rock Quarry,Other,Northridge,389900,0,2243,2019,0,3,2.5,0.5,0,,0,1,1,0,2,1,0,2243,1,3,7/16/2019,2019,7,9,0
14644,348043146,9762170,132713,County South,(11) South Tuscaloosa County,Country Highlands,Maxwell,Duncanville,Hillcrest,165900,0.41,1358,2018,0,2,2,0,0,,0,1,1,0,2,0,0,1358,1,3,7/22/2019,2019,7,5,5
14647,352911567,9834219,134333,North of River,(08) North Tuscaloosa County,Lakeview Manor,Walker,Northside,Northside,750000,0.78,5216,1977,1,4,3.5,0.5,1,"Lake,LakePrivileges",0,1,1,0,2,1,0,5216,1,5,9/30/2019,2019,9,7,6
14648,353967999,9841575,134567,Northport City,(08) North Tuscaloosa County,Huntington Place,Huntington,Echols,Tuscaloosa County,169000,0,1533,1983,0,2,2,0,0,,0,1,1,0,2,1,0,1533,1,3,11/8/2019,2019,11,6,5
14649,359332880,9854932,134992,East Tuscaloosa,(05) South East Tuscaloosa City,Woodland Forest,Woodland Forest,Eastwood,Bryant,107900,0,1290,1983,0,3,2.5,0.5,0,,0,0,0,0,0,0,0,1290,2,2,11/26/2019,2019,11,3,4
14650,359577595,9858116,135090,North of River,(01) North of the River City,North Hampton,Verner,Northridge,Northridge,384900,0,2988,1991,0,3,2.5,0.5,0,,0,1,1,0,2,1,1,2988,2,4,12/2/2019,2019,12,7,6
14651,361068142,9872528,135231,South Tuscaloosa,(05) South East Tuscaloosa City,Alpine Hills,Woodland Forest,Southview,Bryant,87500,0,1008,1965,0,1,1,0,0,,0,0,0,1,0,0,0,1008,1,3,11/21/2019,2019,11,3,0
14652,361683312,9880622,135509,South Tuscaloosa,(03) East Tuscaloosa City,Dearing Downs,Woodland Forest,Eastwood,Bryant,262900,0,2827,1991,0,3,2.5,0.5,0,,0,1,1,0,0,1,0,2827,2,4,12/30/2019,2019,12,3,4
14653,361837438,9883076,135583,South Tuscaloosa,(11) South Tuscaloosa County,Hinton Gardens,Englewood,Hillcrest Jr,Hillcrest,249900,0,2143,2007,0,3,2.5,0.5,0,,0,1,1,0,0,1,0,2143,1,3,1/22/2020,2020,1,6,5
14654,365003183,9889322,135800,West Tuscaloosa,(04) West Tuscaloosa City,Hacienda,Oakdale,Westlawn,Central,152900,0,1205,2019,0,2,2,0,0,,0,0,0,0,0,0,0,1205,1,3,11/8/2019,2019,11,2,0
14656,366085711,9907045,136027,South Tuscaloosa,(11) South Tuscaloosa County,,Englewood,Hillcrest Jr,Hillcrest,109500,1,1344,1985,0,3,2.5,0.5,0,,0,1,0,1,3,0,0,1344,1,3,1/28/2020,2020,1,6,5
14657,366712707,9914985,136292,Midtown,(02) Central Tuscaloosa City,Brook Meadows,University Place,University Place,Northridge,150000,0,1920,1999,0,3,3,0,0,,0,0,0,0,0,1,1,1920,2,4,2/26/2020,2020,2,3,0
14658,366717762,9915272,136299,County South,(11) South Tuscaloosa County,Hillcrest Farms,Big Sandy,Duncanville,Hillcrest,82680,0,2356,2003,0,2,2,0,0,,0,0,0,1,0,1,0,2356,1,4,6/26/2020,2020,6,6,5
14659,366728214,9915100,136298,South Tuscaloosa,(11) South Tuscaloosa County,Village At Magnolia,Englewood,Hillcrest Jr,Hillcrest,172000,0.18,1486,2003,0,2,2,0,0,,0,1,1,0,2,1,0,1486,1,3,3/26/2020,2020,3,6,5
14660,366741408,9915589,136312,East Tuscaloosa,(03) East Tuscaloosa City,Woodland Hills,Arcadia,Eastwood,Bryant,257000,0,2810,1961,0,3,2.5,0.5,0,,0,1,0,1,2,1,0,2810,2,4,3/31/2020,2020,3,4,4
14662,373444393,9928594,136761,County South,(10) East Tuscaloosa County,,Brookwood,Brookwood,Brookwood,70000,0.84,984,1951,0,1,1,0,0,,0,0,0,0,0,0,0,984,1,2,4/27/2020,2020,4,4,4
14664,373513699,9930070,136803,County South,(10) East Tuscaloosa County,Whispering Meadows,Vance,Brookwood,Brookwood,195000,0,1655,1999,0,2,2,0,0,,0,1,0,1,2,1,0,1655,1,3,4/29/2020,2020,4,4,4
14665,373699784,9931384,136854,County South,(10) East Tuscaloosa County,Meadow At Vance,Vance,Brookwood,Brookwood,199900,0,1670,2019,0,2,2,0,0,,0,1,1,0,2,0,0,1670,1,3,6/19/2020,2020,6,4,4
14666,383049895,9937440,137049,North of River,(08) North Tuscaloosa County,Wood Estates,Walker,Northside,Northside,167000,0,1608,1986,0,2,2,0,0,,0,1,0,1,1,0,0,1608,1,3,4/30/2020,2020,4,7,6
14667,383897138,9948844,137406,Northport City,(06) Northport City,Utley,Crestmont,Echols,Tuscaloosa County,183500,0.21,1240,1930,0,1,1,0,0,,0,0,0,0,0,1,2,1240,1,2,5/18/2020,2020,5,5,5
14668,390312307,9957889,137661,Northport City,(06) Northport City,Langley,Flatwoods,Collins Riverside,Tuscaloosa County,240900,2.25,1764,1940,0,2,2,0,0,,0,0,0,0,0,0,0,1764,1,3,6/10/2020,2020,6,4,3
14669,416186855,10021598,139303,West Tuscaloosa,(04) West Tuscaloosa City,M C Fitts Farm,Oakdale,Westlawn,Central,69900,0,2933,1953,0,1,1,0,0,,0,1,0,1,2,1,0,2933,1,3,9/9/2020,2020,9,2,0
14671,425389940,10034295,139668,County North,(08) North Tuscaloosa County,,Walker,Northside,Northside,520000,0,1256,2005,0,1,1,0,1,,0,0,0,0,0,0,0,1256,0,2,7/29/2020,2020,7,7,6
14672,459062813,10050283,140177,South Tuscaloosa,(05) South East Tuscaloosa City,Springhill Lake,Woodland Forest,Eastwood,Bryant,180000,0,2017,1973,0,2,2,0,0,,0,1,0,0,2,1,0,2017,1,3,11/18/2020,2020,11,3,4
14673,485778959,10074326,140849,South Tuscaloosa,(11) South Tuscaloosa County,Mallard Creek,Englewood,Hillcrest Jr,Hillcrest,303000,0.75,2104,1993,0,2,2,0,0,,1,1,1,0,2,1,0,2104,1,4,12/31/2020,2020,12,6,5
14674,493889863,10090470,141261,Northport City,(08) North Tuscaloosa County,Hidden Meadows,Huntington,Echols,Tuscaloosa County,267000,0,2170,2018,0,2,2,0,0,,0,1,1,0,2,1,0,2170,0,4,1/22/2021,2021,1,6,5
14676,505642215,10135223,142391,South Tuscaloosa,(11) South Tuscaloosa County,Manora East,Englewood,Hillcrest Jr,Hillcrest,305000,1.36,3610,1920,1,3,3,0,0,,0,1,0,0,2,1,0,3610,1,4,4/29/2021,2021,4,6,5
14677,508433343,10142931,142646,Northport City,(06) Northport City,Northwood Lake,Vestavia,Collins Riverside,Tuscaloosa County,259900,0,2111,1973,0,2,2,0,0,,0,1,0,0,2,1,0,2111,1,3,6/7/2021,2021,6,7,3
14679,522760541,10200530,144476,East Tuscaloosa,(10) East Tuscaloosa County,Camden Lake,Woodland Forest,Eastwood,Bryant,199900,0,1385,2012,0,2,2,0,0,,0,1,1,0,2,0,0,1385,1,3,6/10/2021,2021,6,3,4
14681,529392339,10215161,144947,North of River,(01) North of the River City,Belle Chase,Verner,Northridge,Northridge,305000,0,2228,2007,0,3,2.5,0.5,0,,0,1,1,0,1,1,0,2228,2,3,9/21/2021,2021,9,7,6
14682,538621688,10249794,145720,North of River,(01) North of the River City,Riverchase,Verner,Northridge,Northridge,895000,0,5769,1985,0,5,4,1,0,,1,0,0,0,0,1,0,5769,2,5,11/5/2021,2021,11,7,6
14684,542068592,10256900,145962,East Tuscaloosa,(05) South East Tuscaloosa City,Woodland Forest,Woodland Forest,Eastwood,Bryant,235000,0.52,2139,1976,0,2,2,0,0,,0,1,1,0,2,1,1,2139,1,3,9/10/2021,2021,9,3,4
14686,532195350,10222876,145193,County South,(11) South Tuscaloosa County,Waterbury,Big Sandy,Duncanville,Hillcrest,198100,0,1249,2021,0,2,2,0,0,,0,1,1,0,2,0,0,1249,1,3,12/17/2021,2021,12,6,5
14688,1001536942,10284315,146869,Northport City,(06) Northport City,Northwood Lake,Matthews,Echols,Tuscaloosa County,274000,0,1869,1974,0,2,2,0,0,,0,0,0,1,0,1,0,1869,1,3,1/14/2022,2022,1,2,5
14690,1008474477,10312674,147845,South Tuscaloosa,(11) South Tuscaloosa County,Village At Magnolia,Englewood,Hillcrest Jr,Hillcrest,159000,0,1278,2005,0,2,2,0,0,,0,0,0,0,0,1,1,1278,1,3,5/18/2022,2022,5,6,5
14691,1013206038,10321641,148158,North of River,(01) North of the River City,Lexington Downs,Rock Quarry,Northridge,Northridge,570000,0,3727,1999,1,5,4.5,0.5,0,,0,1,0,0,3,1,0,3727,2,4,4/15/2022,2022,4,9,6
14692,1013230839,10323111,148214,County South,(11) South Tuscaloosa County,Waterbury,Big Sandy,Duncanville,Hillcrest,180250,0,1125,2022,0,2,2,0,0,,0,0,0,0,0,0,0,1125,1,3,4/28/2022,2022,4,6,5
14693,1016124535,10370294,149895,East Tuscaloosa,(05) South East Tuscaloosa City,Covington Villas,Woodland Forest,Eastwood,Bryant,135000,0,1281,2000,0,2,2,0,0,,0,0,0,0,0,1,0,1281,1,3,4/29/2022,2022,4,3,4
14694,1018367731,10387731,150515,East Tuscaloosa,(03) East Tuscaloosa City,Circlewood,Arcadia,Eastwood,Bryant,107000,0,852,1945,0,1,1,0,0,,0,1,0,1,1,1,0,852,1,2,5/27/2022,2022,5,4,4
14695,279644315,1033672,109103,South Tuscaloosa,(05) South East Tuscaloosa City,Wilshire At The Woodlands,Woodland Forest,Eastwood,Bryant,229500,0,2529,2003,0,3,3,0,0,,0,1,1,0,2,1,1,2529,1,4,2/28/2017,2017,2,3,4
14697,279667338,1038645,100449,Northport City,(06) Northport City,Northwood Gardens,Vestavia,Collins Riverside,Tuscaloosa County,155000,0.34,1965,1980,0,2,2,0,0,,0,0,0,0,0,1,0,1965,1,3,5/8/2015,2015,5,7,3
14698,279668836,1042568,85344,Northport City,(06) Northport City,Highland Park,Flatwoods,Echols,Tuscaloosa County,141500,0.69,1776,2003,0,2,2,0,0,,0,1,1,0,2,1,0,1776,1,3,4/27/2012,2012,4,4,5
14699,279669592,1044325,87540,South Tuscaloosa,(11) South Tuscaloosa County,Hillcrest Meadows,Englewood,Hillcrest Jr,Hillcrest,332500,0,3371,2003,0,4,3.5,0.5,0,,0,1,1,0,2,1,1,3371,0,4,8/9/2012,2012,8,6,5
14701,279669767,1044705,88002,Northport City,(08) North Tuscaloosa County,Belle Meade,Huntington,Echols,Tuscaloosa County,194900,0,2487,2007,0,3,2.5,0.5,0,,0,1,1,0,2,1,0,2487,2,4,8/30/2012,2012,8,6,5
14702,279670027,1045267,88692,University,(02) Central Tuscaloosa City,,Rock Quarry,Northridge,Northridge,297500,0,1476,1941,0,3,3,0,0,,0,1,0,1,1,1,1,1476,1,3,12/7/2012,2012,12,9,6
14703,279671210,1048234,92427,County North,(08) North Tuscaloosa County,,Walker,Northside,Northside,167000,8,1717,1973,0,2,2,0,0,,0,1,0,1,1,1,1,1717,1,3,8/9/2013,2013,8,7,6
14704,279672521,1051870,97084,Northport City,(06) Northport City,Clements Hills,Crestmont,Lloyd Wood,Tuscaloosa County,70000,0,2440,1940,0,2,2,0,0,,0,0,0,0,0,1,0,2440,2,3,7/21/2014,2014,7,5,0
14705,279673156,1053997,99858,North of River,(01) North of the River City,Northriver Yacht Club,Rock Quarry,Northridge,Northridge,458000,0,3429,1979,0,4,3.5,0.5,0,,0,0,0,1,0,1,1,3429,1,3,3/4/2015,2015,3,9,6
14706,279876526,9147608,120115,South Tuscaloosa,(11) South Tuscaloosa County,Magnolia Park At Englewood,Englewood,Hillcrest Jr,Hillcrest,226000,0,2275,1999,0,3,2.5,0.5,0,,0,1,1,0,2,1,0,2275,1,4,5/15/2017,2017,5,6,5
14710,282261259,9172432,120582,South Tuscaloosa,(11) South Tuscaloosa County,Hinton Place,Englewood,Hillcrest Jr,Hillcrest,425000,0,3769,1995,0,4,3.5,0.5,0,,0,1,1,0,0,1,0,3769,2,4,6/30/2017,2017,6,6,5
14711,282859056,1030238,105550,Northport City,(06) Northport City,Hidden Meadows,Flatwoods,Echols,Tuscaloosa County,149900,0,1599,2007,0,2,2,0,0,,0,1,1,0,2,1,0,1599,1,3,3/18/2016,2016,3,4,5
14712,282859069,1031480,106858,Alberta,(03) East Tuscaloosa City,Montrose,Arcadia,Eastwood,Bryant,120000,0,1432,1929,0,1,1,0,0,,0,0,0,0,0,1,0,1432,1,3,5/26/2016,2016,5,4,4
14713,282861022,1042133,84774,County South,(10) East Tuscaloosa County,Briar Ridge,Vance,Brookwood,Brookwood,116200,0,1328,2004,0,2,2,0,0,,0,1,1,0,2,1,1,1328,1,3,1/17/2012,2012,1,4,4
14718,282997921,1029713,105017,Northport City,(06) Northport City,Northwood Lake,Vestavia,Collins Riverside,Tuscaloosa County,172000,0.44,1667,1979,1,3,3,0,0,,0,1,0,0,2,1,0,1667,1,4,5/14/2016,2016,5,7,3
14719,282998300,1030629,105948,North of River,(01) North of the River City,The Townes Of North River,Rock Quarry,Northridge,Northridge,501900,0,3613,2014,0,5,4.5,0.5,0,,0,1,1,0,3,1,0,3613,2,5,6/10/2016,2016,6,9,6
14722,282998551,1031265,106641,County South,(10) East Tuscaloosa County,,Vance,Brookwood,Brookwood,149000,2,1389,2005,0,2,2,0,0,,0,1,1,0,2,1,0,1389,1,3,5/27/2016,2016,5,4,4
14723,282998593,1031429,106806,South Tuscaloosa,(11) South Tuscaloosa County,Mimosa Gardens,Englewood,Hillcrest Jr,Hillcrest,155900,0,1480,2016,0,2,2,0,0,,0,1,1,0,2,0,0,1480,1,3,9/27/2016,2016,9,6,5
14724,282999287,1033382,108804,North of River,(01) North of the River City,Gaineswood,Rock Quarry,Northridge,Northridge,415000,0,4586,1997,0,3,3,0,0,,0,1,1,0,2,1,0,4586,2,4,2/27/2017,2017,2,9,6
14725,283000661,1038748,100598,North of River,(01) North of the River City,Heritage Hills,Verner,Northridge,Northridge,158000,0,1543,1972,0,2,2,0,0,,0,1,0,1,2,0,0,1543,1,3,5/22/2015,2015,5,7,6
14726,283000678,1038770,100640,North of River,(01) North of the River City,Lexington Downs,Rock Quarry,Northridge,Northridge,539900,0.5,3200,2015,0,3,3,0,0,,0,1,0,0,3,1,0,3200,1,4,6/5/2015,2015,6,9,6
14728,283000741,1038854,100770,Northport City,(08) North Tuscaloosa County,Forest Glen,Huntington,Echols,Tuscaloosa County,228900,0,1831,2009,0,2,2,0,0,,0,1,1,0,2,1,0,1831,1,3,5/27/2015,2015,5,6,5
14729,283000979,1039351,101509,East Tuscaloosa,(05) South East Tuscaloosa City,Huntland,Woodland Forest,Eastwood,Bryant,115000,0,1584,1979,0,2,2,0,0,,0,0,0,0,0,1,1,1584,1,3,7/24/2015,2015,7,3,4
14730,283001069,1039474,101765,Northport PJ,(08) North Tuscaloosa County,Smoke Rise,Huntington,Echols,Tuscaloosa County,77265,0,1078,1978,0,1,1,0,0,,0,1,0,1,1,0,0,1078,1,3,9/1/2015,2015,9,6,5
14732,283001208,1039643,102101,Midtown,(02) Central Tuscaloosa City,The Downs,University Place,University Place,Northridge,263000,0,2433,1950,0,3,3,0,0,,0,0,0,1,0,1,0,2433,1,3,8/31/2015,2015,8,3,0
14733,283001215,1039652,102116,County South,(10) East Tuscaloosa County,,Vance,Brookwood,Brookwood,210000,2.65,2486,2000,0,2,2,0,0,,0,1,0,1,3,1,1,2486,0,3,9/10/2015,2015,9,4,4
14734,283001553,1043474,86525,North of River,(01) North of the River City,Brandon Place,Rock Quarry,Northridge,Northridge,271500,0.37,2366,1989,0,2,2,0,0,,0,1,1,0,2,1,1,2366,1,4,5/21/2012,2012,5,9,6
14735,283002222,1044680,87970,Northport City,(06) Northport City,The Glen At Thompsons Crossing,Flatwoods,Echols,Tuscaloosa County,93000,0,1282,2006,0,2,2,0,0,,0,1,1,0,2,1,0,1282,1,3,8/30/2012,2012,8,4,5
14736,283002401,1045008,88388,Northport City,(06) Northport City,Northwood Lake,Vestavia,Collins Riverside,Tuscaloosa County,165000,0,2044,1970,0,2,2,0,0,LakePrivileges,0,0,0,1,0,1,0,2044,1,4,10/31/2012,2012,10,7,3
14738,283003277,1046577,90403,South Tuscaloosa,(11) South Tuscaloosa County,Maxwell Manor,Englewood,Hillcrest Jr,Hillcrest,221952,0,2591,2013,0,3,2.5,0.5,0,,0,1,1,0,2,1,0,2591,2,4,9/26/2013,2013,9,6,5
14740,283003337,1046676,90524,Northport City,(06) Northport City,Harper Creek,Crestmont,Echols,Tuscaloosa County,108000,0,1241,2006,0,2,2,0,0,,0,1,1,0,0,1,1,1241,1,3,3/29/2013,2013,3,5,5
14741,283004311,1048281,92476,Northport City,(08) North Tuscaloosa County,Huntington Place,Huntington,Echols,Tuscaloosa County,205000,0,2099,2002,0,2,2,0,0,,0,1,1,0,2,1,0,2099,1,3,8/22/2013,2013,8,6,5
14744,283004831,1049147,93545,Northport City,(08) North Tuscaloosa County,Forest Glen,Huntington,Echols,Tuscaloosa County,258600,0.21,2219,2010,0,3,3,0,0,,0,1,1,0,2,1,0,2219,1,4,9/26/2013,2013,9,6,5
14746,283005293,1049892,94530,North of River,(01) North of the River City,Signal Hill,Rock Quarry,Northridge,Northridge,327000,0.28,2400,2004,0,3,3,0,0,,0,1,1,0,2,1,0,2400,1,3,1/31/2014,2014,1,9,6
14749,283006192,1051277,96366,Northport City,(08) North Tuscaloosa County,Clear Creek Colony,Huntington,Echols,Tuscaloosa County,133000,0,1373,1997,0,2,2,0,0,,0,1,1,0,2,1,1,1373,1,3,6/20/2014,2014,6,6,5
14750,283006431,1051662,96832,County South,(11) South Tuscaloosa County,Cherokee Bend,Englewood,Hillcrest Jr,Hillcrest,157000,0.22,1911,2006,0,2,2,0,0,,0,1,1,0,2,1,0,1911,1,4,9/19/2014,2014,9,6,5
14751,283006537,1051825,97027,County North,(08) North Tuscaloosa County,,Walker,Northside,Northside,188900,15,2211,2011,0,2,2,0,0,,0,0,0,0,0,0,0,2211,1,3,7/22/2014,2014,7,7,6
14752,283006859,1052308,97604,South Tuscaloosa,(11) South Tuscaloosa County,Inverness Run,Englewood,Hillcrest Jr,Hillcrest,145500,0,1585,2003,0,2,2,0,0,,0,1,0,1,2,1,1,1585,1,3,8/15/2014,2014,8,6,5
14753,283007226,1052842,98271,Northport PJ,(08) North Tuscaloosa County,Preston Woods,Huntington,Echols,Tuscaloosa County,258000,1,2421,1996,0,3,2.5,0.5,0,,0,1,1,0,2,1,0,2421,1,4,11/3/2014,2014,11,6,5
14755,283008680,1030429,105744,County South,(09) West Tuscaloosa County,Wells Creek,Myrtlewood,Sipsey Valley,Sipsey Valley,159900,1.03,1494,2016,0,2,2,0,0,,0,1,1,0,2,1,0,1494,1,3,6/30/2016,2016,6,7,6
