Unnamed: 0,ListingKeyNumeric *,OriginatingSystemKey,ListingID,Geography,MLSAreaMajor,SubdivisionName,ElementarySchool,MiddleOrJuniorSchool,HighSchool,ClosePrice,LotSizeAcres,BuildingAreaTotal,YearBuilt,BasementYN,BathroomsTotalInteger,BathroomsFull,BathroomsHalf,WaterfrontYN,WaterfrontFeatures,PoolPrivateYN,GarageYN,AttachedGarageYN,CarportYN,GarageSpaces,FireplaceYN,FireplacesTotal,LivingArea,Stories,BedroomsTotal,CloseDate,Close_Year,Close_Month,ElemRating,MidRating
1,279644545,8900663,110012,County South,(10) East Tuscaloosa County,Woodridge Glenn,Brookwood,Brookwood,Brookwood,125000,0,1252,2003,0,2,2,0,0,,0,1,1,0,0,0,0,1252,1,3,2/28/2017,2017,2,4,4
2,279644582,8901933,110051,Northport City,(08) North Tuscaloosa County,Huntington Place,Huntington,Echols,Tuscaloosa County,247400,0.57,2133,1999,0,3,2.5,0.5,0,,0,1,1,0,2,1,0,2133,1,3,3/3/2017,2017,3,6,5
5,279665296,1031665,107044,County South,(11) South Tuscaloosa County,Southland Trail,Big Sandy,Duncanville,Hillcrest,90000,0.66,1578,2002,0,2,2,0,0,,0,0,0,0,0,1,1,1578,1,3,6/29/2016,2016,6,6,5
6,279665362,1032230,107619,East Tuscaloosa,(10) East Tuscaloosa County,Camden Lake,Cottondale,Davis Emerson,Holt,128000,0,1593,2009,0,2,2,0,0,,0,0,0,0,0,1,1,1593,1,3,8/11/2016,2016,8,5,3
11,279667626,1040010,103237,North of River,(01) North of the River City,The Townes Of North River,Rock Quarry,Northridge,Northridge,347000,0,2190,2011,0,2,2,0,0,,0,0,0,0,0,1,1,2190,1,3,9/11/2015,2015,9,9,6
12,279672954,1053262,98816,Northport City,(08) North Tuscaloosa County,Forest Glen Gardens,Huntington,Echols,Tuscaloosa County,264900,0,2300,2014,0,3,3,0,0,,0,1,0,1,2,1,0,2300,1,4,9/30/2014,2014,9,6,5
14,279901089,1847689,109302,Northport City,(06) Northport City,Windsong,Matthews,Collins Riverside,Tuscaloosa County,76000,0,788,1987,0,1,1,0,0,,0,0,0,0,0,1,0,788,1,2,1/3/2017,2017,1,2,3
15,282859086,1033655,109086,Northport City,(06) Northport City,Rosewood,Flatwoods,Collins Riverside,Tuscaloosa County,167753,0.11,1774,2016,0,2,2,0,0,,0,1,1,0,0,0,0,1774,1,4,12/9/2016,2016,12,4,3
16,282861706,1053202,98734,University,(02) Central Tuscaloosa City,Cedar Crest,University Place,University Place,Central,172000,0.2,1810,1961,0,2,2,0,0,,0,0,0,0,0,1,0,1810,1,3,9/30/2014,2014,9,3,0
31,282997466,1028528,103819,Northport City,(06) Northport City,Pebble Creek,Vestavia,Echols,Tuscaloosa County,93000,0,1422,1993,0,2,2,0,0,,0,0,0,0,0,0,0,1422,1,2,10/30/2015,2015,10,7,5
32,282997518,1028693,103987,North of River,(01) North of the River City,The Townes Of North River,Rock Quarry,Northridge,Northridge,359900,0,2430,2013,0,4,3.5,0.5,0,,0,1,1,0,2,1,0,2430,2,4,10/30/2015,2015,10,9,6
33,282997557,1028739,104034,North of River,(01) North of the River City,North Hampton,Verner,Northridge,Northridge,324000,0,2950,1989,0,3,2.5,0.5,0,,0,0,0,0,0,1,2,2950,2,4,11/25/2015,2015,11,7,6
34,282997565,1028750,104045,South Tuscaloosa,(11) South Tuscaloosa County,Lenox South,Englewood,Hillcrest Jr,Hillcrest,173500,0,1906,2007,0,2,2,0,0,,0,0,0,0,0,1,0,1906,1,4,11/25/2015,2015,11,6,5
35,282997643,1028965,104261,North of River,(08) North Tuscaloosa County,Clearwater Esta,Walker,Northside,Northside,65000,0.46,1586,1974,1,2,2,0,0,,0,0,0,0,0,1,1,1586,1,4,12/29/2015,2015,12,7,6
36,282997652,1028977,104273,County North,(08) North Tuscaloosa County,Carol Estates,Walker,Northside,Northside,190000,0.7,1977,2007,0,2,2,0,0,,0,0,0,0,0,1,0,1977,1,4,10/19/2015,2015,10,7,6
40,282997983,1029898,105202,County South,(10) East Tuscaloosa County,Million Dollar Lake,Brookwood,Brookwood,Brookwood,73700,0,1456,2013,0,2,2,0,0,,0,0,0,0,0,0,0,1456,1,3,2/26/2016,2016,2,4,4
41,282998050,1029980,105285,North of River,(08) North Tuscaloosa County,,Walker,Northside,Northside,257400,3,2464,2005,0,3,3,0,0,,0,1,1,0,2,0,0,2464,2,4,2/24/2016,2016,2,7,6
42,282998074,1030122,105433,North of River,(01) North of the River City,Greystone,Rock Quarry,Northridge,Northridge,385000,0,3122,2001,0,3,3,0,0,,0,1,1,0,0,1,0,3122,1,5,3/15/2016,2016,3,9,6
43,282998152,1030330,105643,North of River,(08) North Tuscaloosa County,Spencers Cove,Walker,Northside,Northside,75900,0,1792,2007,0,2,2,0,0,LakePrivileges,0,0,0,0,0,0,0,1792,1,3,2/29/2016,2016,2,7,6
45,282998200,1030398,105712,County South,(10) East Tuscaloosa County,Logan Farms,Vance,Brookwood,Brookwood,149900,0,1845,2008,0,2,2,0,0,,0,0,0,0,0,1,1,1845,1,3,4/1/2016,2016,4,4,4
46,282998228,1030540,105857,North of River,(01) North of the River City,Acadian Place,Rock Quarry,Northridge,Northridge,295000,0,2106,2012,0,3,3,0,0,,0,0,0,0,0,1,0,2106,2,4,4/12/2016,2016,4,9,6
47,282998334,1030782,106105,South Tuscaloosa,(11) South Tuscaloosa County,Lenox South,Englewood,Hillcrest Jr,Hillcrest,171900,0.15,1800,2007,0,2,2,0,0,,0,0,0,0,0,1,0,1800,1,4,4/29/2016,2016,4,6,5
49,282998403,1030976,106322,Midtown,(02) Central Tuscaloosa City,Arlington,University Place,Westlawn,Central,130000,0,1364,1947,0,4,4,0,0,,0,0,0,0,0,0,0,1364,1,4,5/6/2016,2016,5,3,0
50,282998410,1030984,106330,Northport City,(08) North Tuscaloosa County,Clear Creek Colony,Huntington,Echols,Tuscaloosa County,152400,0,1364,2000,0,2,2,0,0,,0,0,0,0,0,1,1,1364,1,3,5/9/2016,2016,5,6,5
51,282998469,1031058,106406,North of River,(01) North of the River City,The Townes Of North River,Rock Quarry,Northridge,Northridge,354000,0,2094,2016,0,3,3,0,0,,0,0,0,0,0,1,1,2094,1,3,5/4/2016,2016,5,9,6
52,282998468,1031057,106405,North of River,(01) North of the River City,Rivermont,Verner,Northridge,Northridge,279000,0.14,1850,1995,0,3,2.5,0.5,0,,0,0,0,0,0,1,1,1850,1,3,4/29/2016,2016,4,7,6
55,282998678,1031635,107014,County South,(10) East Tuscaloosa County,Hummingbird Acr,Brookwood,Brookwood,Brookwood,175000,1,1812,1992,0,2,2,0,0,,0,0,0,0,0,1,1,1812,1,3,6/24/2016,2016,6,4,4
56,282998703,1031664,107043,County South,(10) East Tuscaloosa County,Brookstone,Brookwood,Brookwood,Brookwood,164000,0.35,1466,2007,0,2,2,0,0,,0,0,0,0,0,0,0,1466,1,3,6/28/2016,2016,6,4,4
57,282998770,1031855,107237,Northport City,(08) North Tuscaloosa County,Forest Glen,Huntington,Echols,Tuscaloosa County,385000,0,3340,2008,0,4,3.5,0.5,0,,0,1,0,0,4,1,0,3340,2,5,7/12/2016,2016,7,6,5
59,282998785,1031877,107259,Northport City,(08) North Tuscaloosa County,Clear Creek Colony,Huntington,Echols,Tuscaloosa County,208500,0,2062,2000,0,3,2.5,0.5,0,,0,0,0,0,0,1,1,2062,1,4,7/15/2016,2016,7,6,5
61,282998831,1032048,107433,Northport City,(08) North Tuscaloosa County,Forest Glen,Huntington,Echols,Tuscaloosa County,378000,0,2741,2011,0,4,3.5,0.5,0,,0,0,0,0,0,1,0,2741,2,4,7/26/2016,2016,7,6,5
62,282998897,1032126,107515,South Tuscaloosa,(11) South Tuscaloosa County,Southridge,Englewood,Hillcrest Jr,Hillcrest,236900,0,2553,2001,0,3,2.5,0.5,0,,0,0,0,0,0,1,0,2553,1,4,7/31/2016,2016,7,6,5
64,282998959,1032333,107722,County South,(10) East Tuscaloosa County,Autumn Ridge,Brookwood,Brookwood,Brookwood,166000,0,1593,2006,0,2,2,0,0,,0,0,0,0,0,1,0,1593,1,3,9/19/2016,2016,9,4,4
65,282999007,1032513,107909,Northport City,(08) North Tuscaloosa County,Grand Pointe,Huntington,Echols,Tuscaloosa County,414500,0,2871,2014,0,5,5,0,0,,0,1,1,0,2,1,0,2871,2,5,9/2/2016,2016,9,6,5
66,282999043,1032565,107962,County South,(10) East Tuscaloosa County,Logan Farms,Vance,Brookwood,Brookwood,209000,0,2415,2005,0,3,2.5,0.5,0,Lake,0,0,0,0,0,1,0,2415,0,4,9/2/2016,2016,9,4,4
67,282999080,1032764,108164,Northport City,(08) North Tuscaloosa County,Grand Pointe,Huntington,Echols,Tuscaloosa County,286900,0,2300,2016,0,2,2,0,0,,0,0,0,0,0,1,0,2300,1,4,9/21/2016,2016,9,6,5
69,282999112,1032816,108218,North of River,(01) North of the River City,North Hampton,Verner,Northridge,Northridge,410000,0,3139,1988,0,3,2.5,0.5,0,,0,0,0,0,0,1,1,3139,0,4,9/29/2016,2016,9,7,6
70,282999114,1032820,108222,East Tuscaloosa,(05) South East Tuscaloosa City,Woodland Forest,Woodland Forest,Eastwood,Bryant,249000,0,2724,2004,0,3,2.5,0.5,0,,0,0,0,0,0,1,1,2724,1,4,9/28/2016,2016,9,3,4
73,282999162,1033059,108467,Northport City,(08) North Tuscaloosa County,Clear Creek Colony,Huntington,Echols,Tuscaloosa County,308000,0,3037,2004,0,4,3.5,0.5,0,,0,0,0,0,0,1,0,3037,2,4,10/12/2016,2016,10,6,5
74,282999171,1033071,108479,Northport City,(08) North Tuscaloosa County,Bristol Park,Huntington,Echols,Tuscaloosa County,336134,0,2540,2016,0,4,3.5,0.5,0,,0,1,1,0,3,1,0,2540,1,4,10/18/2016,2016,10,6,5
75,282999178,1033084,108493,North of River,(01) North of the River City,,Rock Quarry,Northridge,Northridge,185000,0,1802,2005,0,2,2,0,0,,0,0,0,0,0,1,0,1802,1,4,10/17/2016,2016,10,9,6
76,282999208,1033130,108545,North of River,(01) North of the River City,The Townes Of North River,Rock Quarry,Northridge,Northridge,350000,0,2000,2016,0,2,2,0,0,,0,0,0,0,0,1,0,2000,1,3,10/24/2016,2016,10,9,6
78,282999254,1033334,108753,County South,(10) East Tuscaloosa County,Stoneridge,Brookwood,Brookwood,Brookwood,108000,0,1117,2006,0,2,2,0,0,,0,0,0,0,0,0,0,1117,1,3,11/9/2016,2016,11,4,4
79,282999275,1033363,108783,County South,(10) East Tuscaloosa County,Nature Walk,Vance,Brookwood,Brookwood,184900,0,1724,2009,0,2,2,0,0,,0,0,0,0,0,1,1,1724,1,3,11/10/2016,2016,11,4,4
80,282999339,1033626,109057,South Tuscaloosa,(11) South Tuscaloosa County,Waterford,Englewood,Hillcrest Jr,Hillcrest,300000,0,2560,2006,0,4,3.5,0.5,0,,0,0,0,0,0,1,0,2560,1,4,12/6/2016,2016,12,6,5
81,282999351,1033647,109078,County South,(10) East Tuscaloosa County,Brookstone,Brookwood,Brookwood,Brookwood,128000,0,1261,2007,0,2,2,0,0,,0,1,1,0,0,0,0,1261,1,3,12/6/2016,2016,12,4,4
82,282999352,1033650,109081,North of River,(01) North of the River City,Hartford,Verner,Northridge,Northridge,324500,0,2688,1993,0,4,3.5,0.5,0,,0,1,0,0,0,1,1,2688,2,4,12/9/2016,2016,12,7,6
83,282999358,1033659,109090,North of River,(01) North of the River City,Waterford,Verner,Northridge,Northridge,460000,0,3200,2006,0,4,3.5,0.5,0,,0,0,0,0,0,1,0,3200,0,3,12/6/2016,2016,12,7,6
85,283000503,1038449,100158,Northport PJ,(08) North Tuscaloosa County,Graceland Acres,Huntington,Echols,Tuscaloosa County,375000,0,3310,2007,0,4,3.5,0.5,0,,0,0,0,0,0,1,0,3310,2,4,1/30/2015,2015,1,6,5
86,283000818,1039060,101080,County South,(11) South Tuscaloosa County,River Point,Big Sandy,Hillcrest Jr,Hillcrest,223000,0,2796,2001,0,3,2.5,0.5,0,,0,0,0,0,0,1,0,2796,2,4,4/2/2015,2015,4,6,5
90,283001186,1039615,102030,North of River,(01) North of the River City,Riverchase,Verner,Northridge,Northridge,510000,0.45,3631,1986,0,3,2.5,0.5,0,,0,1,0,0,2,1,2,3631,0,3,5/12/2015,2015,5,7,6
91,283001262,1039708,102248,North of River,(01) North of the River City,Acadian Place,Rock Quarry,Northridge,Northridge,232000,0,2009,2009,0,3,3,0,0,,0,0,0,0,0,1,1,2009,2,4,6/30/2015,2015,6,9,6
93,283001282,1039735,102322,North of River,(01) North of the River City,Greystone,Rock Quarry,Northridge,Northridge,397000,0,3560,1995,0,3,2.5,0.5,0,,0,1,1,0,2,1,1,3560,2,4,6/19/2015,2015,6,9,6
94,283001343,1039816,102503,Northport City,(08) North Tuscaloosa County,Forest Glen,Huntington,Echols,Tuscaloosa County,306000,0,2353,2010,0,3,3,0,0,,0,1,1,0,2,1,1,2353,1,4,7/14/2015,2015,7,6,5
96,283001367,1039849,102600,Northport City,(08) North Tuscaloosa County,Grand Pointe,Huntington,Echols,Tuscaloosa County,189000,0,1600,2005,0,2,2,0,0,,0,1,1,0,2,1,1,1600,1,3,7/27/2015,2015,7,6,5
97,283001399,1039988,103123,Northport City,(08) North Tuscaloosa County,Grand Pointe,Huntington,Echols,Tuscaloosa County,335000,0,2528,2006,0,3,3,0,0,,0,1,1,0,3,1,1,2528,1,4,8/4/2015,2015,8,6,5
98,283001418,1040011,103241,Alberta,(03) East Tuscaloosa City,Druid Hills,Arcadia,Eastwood,Bryant,135000,0,1836,1975,0,2,2,0,0,,0,0,0,1,0,1,1,1836,1,3,9/11/2015,2015,9,4,4
99,283001419,1040012,103242,Alberta,(03) East Tuscaloosa City,Druid Hills,Arcadia,Eastwood,Bryant,236000,0,2538,1978,0,3,2.5,0.5,0,,0,1,1,0,0,1,1,2538,1,3,9/11/2015,2015,9,4,4
101,283001457,1040061,103758,County South,(11) South Tuscaloosa County,River Point,Englewood,Hillcrest Jr,Hillcrest,125700,0,2337,2008,1,2,2,0,0,,0,0,0,0,0,1,0,2337,1,3,10/29/2015,2015,10,6,5
102,283007186,1052784,98201,North of River,(01) North of the River City,The Townes Of North River,Rock Quarry,Northridge,Northridge,387000,0,2400,2014,0,3,2.5,0.5,0,,0,0,0,0,0,1,0,2400,1,3,8/18/2014,2014,8,9,6
103,283007291,1052945,98405,North of River,(08) North Tuscaloosa County,,Walker,Northside,Northside,230000,7.2,2560,1993,0,2,2,0,0,,0,1,1,0,2,1,1,2560,2,3,8/22/2014,2014,8,7,6
104,283007305,1052971,98434,North of River,(01) North of the River City,The Townes Of North River,Rock Quarry,Northridge,Northridge,438873,0,4102,2014,0,3,3,0,0,,0,0,0,0,0,1,1,4102,2,4,7/18/2014,2014,7,9,6
105,283007507,1053261,98814,Northport City,(08) North Tuscaloosa County,Lindsay Place,Huntington,Echols,Tuscaloosa County,299900,0,2386,2014,0,3,2.5,0.5,0,,0,1,1,0,2,1,0,2386,1,4,9/30/2014,2014,9,6,5
106,283007797,1053679,99426,County South,(11) South Tuscaloosa County,Timberlane,Big Sandy,Sipsey Valley,Sipsey Valley,175000,1.7,1840,2004,0,2,2,0,0,,0,1,1,0,2,1,0,1840,1,3,12/3/2014,2014,12,6,6
107,283007836,1053733,99492,North of River,(01) North of the River City,Gates Of Wellington,Verner,Northridge,Northridge,450000,0,2857,1999,0,3,2.5,0.5,0,,0,1,1,0,2,1,0,2857,1,3,11/12/2014,2014,11,7,6
109,283008230,1847567,107464,North of River,(01) North of the River City,Lexington Downs,Rock Quarry,Northridge,Northridge,509000,5.52,3458,2000,0,3,3,0,0,,0,0,0,0,0,1,0,3458,1,3,8/1/2016,2016,8,9,6
112,283008235,1847597,108900,County South,(09) West Tuscaloosa County,Oak Valley,Myrtlewood,Sipsey Valley,Sipsey Valley,129900,0,1492,2016,0,2,2,0,0,,0,1,0,0,2,0,0,1492,1,4,11/21/2016,2016,11,7,6
113,283008257,1847650,109263,University,(02) Central Tuscaloosa City,Parkview,Rock Quarry,Northridge,Northridge,400000,0,1306,1950,0,1,1,0,0,,0,0,0,0,0,0,0,1306,1,3,12/30/2016,2016,12,9,6
114,283008259,1847652,109265,Midtown,(02) Central Tuscaloosa City,Hillcrest,University Place,University Place,Northridge,279000,0,2371,2011,0,5,4.5,0.5,0,,0,0,0,0,0,1,0,2371,2,4,12/30/2016,2016,12,3,0
116,283008281,1847684,109297,Downtown,(02) Central Tuscaloosa City,Oakwood,Rock Quarry,Northridge,Northridge,381900,0,1173,2013,0,3,2.5,0.5,0,,0,0,0,0,0,1,0,1173,2,3,1/3/2017,2017,1,9,6
117,283008298,1847718,109331,Northport City,(06) Northport City,Windsong,Matthews,Collins Riverside,Tuscaloosa County,116500,0,876,1994,0,2,2,0,0,,0,0,0,0,0,0,0,876,1,2,1/6/2017,2017,1,2,3
118,283008321,5061672,109384,Northport City,(08) North Tuscaloosa County,Forest Glen,Huntington,Echols,Northside,289900,0,2200,2017,0,3,3,0,0,,0,0,0,0,0,1,0,2200,1,4,1/9/2017,2017,1,6,5
122,283008412,8012921,109674,Northport City,(06) Northport City,Buckhead,Flatwoods,Lloyd Wood,Tuscaloosa County,167300,0,1594,1991,0,2,2,0,0,,0,0,0,0,0,1,1,1594,1,3,1/30/2017,2017,1,4,0
123,283008426,8533030,109717,South Tuscaloosa,(11) South Tuscaloosa County,Magnolia Village,Englewood,Hillcrest Jr,Hillcrest,120500,0,1278,2003,0,2,2,0,0,,0,0,0,0,0,1,1,1278,1,3,2/3/2017,2017,2,6,5
126,283008492,8618359,109862,County South,(10) East Tuscaloosa County,Robinson Pointe,Vance,Brookwood,Brookwood,130000,0,1332,2006,0,2,2,0,0,,0,0,0,0,0,0,0,1332,1,3,2/17/2017,2017,2,4,4
127,283008509,8665666,109982,Northport City,(06) Northport City,Northwood Lake,Flatwoods,Echols,Tuscaloosa County,185000,0,1638,1988,1,3,3,0,0,,0,1,1,1,0,1,0,1638,1,3,2/23/2017,2017,2,4,5
128,283008744,1030513,105830,South Tuscaloosa,(11) South Tuscaloosa County,Englewood Meadows,Englewood,Hillcrest Jr,Hillcrest,129900,0,1811,1996,0,2,2,0,0,,0,0,0,0,0,0,0,1811,1,3,4/8/2016,2016,4,6,5
130,283009249,1032475,107868,North of River,(01) North of the River City,Waterfall,Rock Quarry,Northridge,Northridge,495000,0,3000,2016,0,4,3.5,0.5,0,,0,1,1,0,2,1,0,3000,0,4,8/30/2016,2016,8,9,6
141,283009402,1031291,106668,Northport City,(06) Northport City,The Summit,Flatwoods,Echols,Tuscaloosa County,227900,0,1600,2016,0,2,2,0,0,,0,1,1,0,2,1,0,1600,1,3,5/31/2016,2016,5,4,5
142,283009409,1031298,106675,Northport City,(06) Northport City,Huntington Village,Crestmont,Echols,Tuscaloosa County,164800,0,1568,2004,0,2,2,0,0,,0,0,0,0,0,1,0,1568,1,3,6/3/2016,2016,6,5,5
143,283009450,1031350,106727,Northport City,(08) North Tuscaloosa County,Bristol Park,Huntington,Echols,Tuscaloosa County,354900,0,2700,2015,0,4,3.5,0.5,0,,0,1,1,0,2,1,1,2700,1,4,4/19/2016,2016,4,6,5
146,283009705,1030645,105964,Northport City,(08) North Tuscaloosa County,Belle Meade,Walker,Northside,Northside,209900,0,2272,2008,0,3,3,0,0,Creek,0,0,0,0,0,1,0,2272,0,4,4/14/2016,2016,4,7,6
147,283009836,1031999,107382,Northport City,(08) North Tuscaloosa County,Clear Creek Colony,Huntington,Echols,Tuscaloosa County,148500,0.14,1226,2006,0,2,2,0,0,,0,0,0,0,0,1,0,1226,1,3,7/12/2016,2016,7,6,5
148,283009845,1032016,107399,North of River,(01) North of the River City,The Townes Of North River,Rock Quarry,Northridge,Northridge,704900,0,6151,2011,0,4,3.5,0.5,0,,0,1,1,0,3,1,2,6151,2,5,7/22/2016,2016,7,9,6
149,283009847,1032018,107401,Downtown,(02) Central Tuscaloosa City,Bryce & Friedma,Rock Quarry,Northridge,Northridge,725000,0,2232,1930,0,3,3,0,0,,0,0,0,0,0,0,0,2232,1,5,7/6/2016,2016,7,9,6
151,283009956,1029815,105119,North of River,(01) North of the River City,The Townes Of North River,Rock Quarry,Northridge,Northridge,355000,0,2487,2012,0,4,3.5,0.5,0,,0,0,0,0,0,1,0,2487,2,5,2/26/2016,2016,2,9,6
152,283010022,1031500,106878,North of River,(01) North of the River City,Riverdale,Verner,Northridge,Northridge,255000,0,1835,1971,0,2,2,0,0,,0,0,0,0,0,1,0,1835,1,3,6/16/2016,2016,6,7,6
153,283010028,1031508,106886,North of River,(01) North of the River City,Riverdale,Rock Quarry,Northridge,Northridge,275000,0,2640,1970,0,3,2.5,0.5,0,,0,1,1,0,2,1,1,2640,1,3,6/17/2016,2016,6,9,6
154,283010087,1031584,106962,Northport City,(08) North Tuscaloosa County,Bristol Park,Huntington,Echols,Tuscaloosa County,334000,0,2700,2016,0,3,2.5,0.5,0,,0,1,1,0,2,1,1,2700,1,4,5/27/2016,2016,5,6,5
156,283010318,1031066,106414,North of River,(01) North of the River City,Signal Hill,Rock Quarry,Northridge,Northridge,352000,0.24,2303,2006,0,4,3.5,0.5,0,,0,0,0,0,0,1,1,2303,0,5,4/26/2016,2016,4,9,6
157,283010332,1031086,106442,Northport City,(08) North Tuscaloosa County,Bristol Park,Huntington,Echols,Tuscaloosa County,331900,0,2600,2016,0,3,3,0,0,,0,0,0,0,0,1,0,2600,1,4,5/18/2016,2016,5,6,5
158,283010342,1031098,106454,North of River,(06) Northport City,North River Country Club,Vestavia,Echols,Tuscaloosa County,379900,0,2894,1993,0,3,2.5,0.5,1,"Lake,LakePrivileges",0,1,0,1,2,1,0,2894,0,3,5/6/2016,2016,5,7,5
159,283010429,1033474,108899,North of River,(08) North Tuscaloosa County,Bridgeview,Walker,Northside,Northside,332000,0,2227,2016,0,2,2,0,0,,0,0,0,0,0,1,0,2227,1,4,11/22/2016,2016,11,7,6
160,283010460,1033518,108946,North of River,(01) North of the River City,Indian Hills,Verner,Northridge,Northridge,1250000,0.5,4200,2008,0,5,4.5,0.5,0,,0,0,0,0,0,1,0,4200,1,4,11/28/2016,2016,11,7,6
161,283010457,1033515,108943,North of River,(08) North Tuscaloosa County,,Huntington,Echols,Tuscaloosa County,284000,0,1762,1970,1,3,3,0,0,,0,1,1,0,3,1,2,1762,2,3,11/23/2016,2016,11,6,5
162,283010461,1033520,108948,North of River,(01) North of the River City,The Lakes At Northriver,Rock Quarry,Northridge,Northridge,1700000,0,6200,2011,0,5,4.5,0.5,0,,0,0,0,0,0,1,0,6200,2,4,11/28/2016,2016,11,9,6
163,283010692,1029680,104984,North of River,(01) North of the River City,High Forest,Verner,Northridge,Northridge,540000,0.67,3702,1972,0,3,2.5,0.5,0,,0,0,0,0,0,1,0,3702,2,3,2/18/2016,2016,2,7,6
165,283010830,1031766,107148,North of River,(01) North of the River City,Park Place,Verner,Northridge,Northridge,172500,0,1869,1992,0,3,2.5,0.5,0,,0,1,1,0,2,0,0,1869,2,4,7/7/2016,2016,7,7,6
167,283010861,1031802,107184,North of River,(01) North of the River City,High Forest,Rock Quarry,Northridge,Northridge,922000,0,4926,1967,0,4,3.5,0.5,0,,0,0,0,0,0,1,0,4926,0,4,7/8/2016,2016,7,9,6
168,283010875,1033179,108596,North of River,(08) North Tuscaloosa County,Stonehedge Cliffs,Walker,Northside,Northside,349900,0,2534,1993,0,3,2.5,0.5,1,,0,1,1,0,0,1,0,2534,1,3,10/28/2016,2016,10,7,6
170,283010923,1033255,108672,County South,(10) East Tuscaloosa County,,Brookwood,Brookwood,Brookwood,149000,2.09,1744,2004,0,2,2,0,0,,0,0,0,0,0,0,0,1744,1,3,11/1/2016,2016,11,4,4
172,283011070,1032999,108403,Northport City,(06) Northport City,The Glen At Thompsons Crossing,Flatwoods,Echols,Tuscaloosa County,125000,0,1350,2007,0,2,2,0,0,,0,1,0,0,2,1,1,1350,1,3,10/4/2016,2016,10,4,5
173,283011089,1033030,108437,North of River,(08) North Tuscaloosa County,Stonehedge,Walker,Northside,Northside,166000,1,2352,1976,0,2,2,0,0,LakePrivileges,0,0,0,0,0,0,0,2352,1,4,10/14/2016,2016,10,7,6
174,283011595,1030935,106268,Northport City,(08) North Tuscaloosa County,Northwood Gardens,Crestmont,Echols,Tuscaloosa County,157750,0,1387,2009,0,2,2,0,0,,0,1,1,0,2,1,0,1387,1,3,5/9/2016,2016,5,5,5
177,283011795,1039896,102727,South Tuscaloosa,(11) South Tuscaloosa County,Murphy Place,Englewood,Hillcrest Jr,Hillcrest,167500,0,2331,2009,0,3,2.5,0.5,0,,0,1,1,0,2,1,0,2331,2,4,7/28/2015,2015,7,6,5
178,283011821,1039928,102920,East Tuscaloosa,(05) South East Tuscaloosa City,Woodland Forest,Woodland Forest,Eastwood,Bryant,143250,0,1994,1973,1,3,3,0,0,,0,0,0,0,0,1,1,1994,0,4,8/10/2015,2015,8,3,4
179,283011822,1039929,102927,South Tuscaloosa,(05) South East Tuscaloosa City,Diamond Ridge,Woodland Forest,Eastwood,Bryant,129900,0.4,1492,2006,0,2,2,0,0,,0,0,0,0,0,0,0,1492,1,3,7/20/2015,2015,7,3,4
180,283011827,1039936,102961,North of River,(01) North of the River City,Reston Place,Verner,Northridge,Northridge,167500,0,1372,1989,0,2,2,0,0,,0,0,0,0,0,1,0,1372,1,2,8/18/2015,2015,8,7,6
181,280859254,1030856,106186,County North,(08) North Tuscaloosa County,Throndale,Huntington,Echols,Tuscaloosa County,75000,7.14,1478,1950,0,2,2,0,0,,0,0,0,1,0,0,0,1478,1,3,4/19/2016,2016,4,6,5
190,283004337,1048329,92534,Northport City,(08) North Tuscaloosa County,Grand Pointe,Huntington,Echols,Tuscaloosa County,301129,0,2388,2012,0,3,3,0,0,,0,1,1,0,0,0,0,2388,1,4,1/16/2013,2013,1,6,5
191,279669924,1045051,88433,South Tuscaloosa,(11) South Tuscaloosa County,Maxwell Manor,Englewood,Hillcrest Jr,Hillcrest,171775,0,1847,2012,0,2,2,0,0,,0,1,1,0,0,1,0,1847,1,4,2/28/2012,2012,2,6,5
195,279669920,1045047,88429,South Tuscaloosa,(11) South Tuscaloosa County,Maxwell Manor,Englewood,Hillcrest Jr,Hillcrest,195100,0,2663,2012,0,3,2.5,0.5,0,,0,1,1,0,0,1,0,2663,2,4,2/29/2012,2012,2,6,5
197,283005589,1050356,95212,South Tuscaloosa,(11) South Tuscaloosa County,Remington,Englewood,Hillcrest Jr,Hillcrest,364215,0,2428,2013,0,3,2.5,0.5,0,,0,1,1,0,2,1,0,2428,2,4,12/13/2013,2013,12,6,5
198,283006727,1052111,97360,North of River,(01) North of the River City,Rivermont,Verner,Northridge,Northridge,319985,0,3091,2014,0,3,3,0,0,RiverAccess,0,0,0,0,0,1,0,3091,1,3,5/18/2014,2014,5,7,6
199,283004031,1047835,91960,East Tuscaloosa,(05) South East Tuscaloosa City,Camden Lake,Woodland Forest,Eastwood,Bryant,177459,0,1494,2013,0,2,2,0,0,,0,1,1,0,2,1,0,1494,1,3,4/26/2013,2013,4,3,4
202,296408869,9266688,123953,County South,(11) South Tuscaloosa County,Burkett,Big Sandy,Hillcrest Jr,Hillcrest,105900,0,1174,1993,1,2,2,0,0,,0,0,0,0,0,0,0,1174,1,3,1/19/2018,2018,1,6,5
204,279669342,1043678,86767,North of River,(01) North of the River City,Gaineswood,Rock Quarry,Northridge,Northridge,288000,0,2772,2002,0,3,3,0,0,,0,1,1,0,2,1,1,2772,1,4,4/2/2012,2012,4,9,6
208,280207084,1044925,88289,North of River,(01) North of the River City,Woodridge,Verner,Northridge,Northridge,263800,0,2256,1983,0,2,2,0,0,,0,1,1,0,2,1,0,2256,1,4,6/29/2012,2012,6,7,6
